Agency Name,State Name [District] Latest available year,Agency ID - NCES Assigned [District] Latest available year,Total Current Expenditures - Salary (Z32) per Pupil (V33) [District Finance] 2016-17
SUFFOLK CITY PUBLIC SCHOOLS,Virginia,5103710,6348
SUGAR CREEK CHARTER,North Carolina,3700089,5265
SUGAR VALLEY RURAL CS,Pennsylvania,4200063,6704
SUGAR-SALEM JOINT DISTRICT,Idaho,1603090,3823
SULLIVAN,Missouri,2929760,5869
SULLIVAN BOCES,New York,3680880,†
SULLIVAN COUNTY,Tennessee,4703990,5297
SULLIVAN COUNTY SD,Pennsylvania,4222920,10083
SULLIVAN CUSD 300,Illinois,1738130,4641
SULLIVAN SAU OFFICE,New Hampshire,3303295,†
SULLIVAN SCHOOL DISTRICT,New Hampshire,3303293,0
SULLIVAN WEST CENTRAL SCHOOL DISTRICT,New York,3600023,14772
SULLIVANT AVENUE COMMUNITY SCHOOL,Ohio,3901344,3475
SULPHUR,Oklahoma,4029160,3833
SULPHUR BLUFF ISD,Texas,4841790,6733
SULPHUR SPRINGS ISD,Texas,4841820,6164
SULPHUR SPRINGS UNION,California,638220,5833
SULTAN SCHOOL DISTRICT,Washington,5308550,7294
SUMMERFIELD CHARTER ACADEMY,North Carolina,3700344,2635
SUMMERFIELD SCHOOLS,Michigan,2633120,4517
SUMMERS COUNTY SCHOOLS,West Virginia,5401350,5502
SUMMERSVILLE R-II,Missouri,2929810,5036
SUMMERSVILLE SD 79,Illinois,1738190,4768
SUMMERVILLE ELEMENTARY,California,638250,6376
SUMMERVILLE UNION HIGH,California,638280,6273
SUMMIT ACADEMY,Utah,4900066,3149
SUMMIT ACADEMY - TOLEDO,Ohio,3900496,0
SUMMIT ACADEMY AKRON ELEMENTARY SCHOOL,Ohio,3900038,0
SUMMIT ACADEMY AKRON MIDDLE SCHOOL,Ohio,3900098,0
SUMMIT ACADEMY ALTERNATIVE LEARNERSWARREN MIDDLE & SECONDARY,Ohio,3900344,0
SUMMIT ACADEMY CHARTER SCHOOL,New York,3600998,0
SUMMIT ACADEMY COMMUNITY SCHOOL - CINCINNATI,Ohio,3900501,0
SUMMIT ACADEMY COMMUNITY SCHOOL - DAYTON,Ohio,3900493,0
SUMMIT ACADEMY COMMUNITY SCHOOL - PAINESVILLE,Ohio,3900356,0
SUMMIT ACADEMY COMMUNITY SCHOOL ALTERNATIVE LEARNERS -XENIA,Ohio,3900097,0
SUMMIT ACADEMY COMMUNITY SCHOOL ALTERNATIVE LEARNERS-LORAIN,Ohio,3900109,0
SUMMIT ACADEMY COMMUNITY SCHOOL FOR ALTERNATIVE LEARN-CANTON,Ohio,3900071,0
SUMMIT ACADEMY COMMUNITY SCHOOL-COLUMBUS,Ohio,3900492,0
SUMMIT ACADEMY COMMUNITY SCHOOL-PARMA,Ohio,3900497,0
SUMMIT ACADEMY COMMUNITY SCHOOL-TOLEDO,Ohio,3900499,0
SUMMIT ACADEMY COMMUNITY SCHOOL-WARREN,Ohio,3900500,0
SUMMIT ACADEMY HIGH SCHOOL,Utah,4900148,3177
SUMMIT ACADEMY MIDDLE SCHOOL - COLUMBUS,Ohio,3900339,0
SUMMIT ACADEMY NORTH,Michigan,2600225,55
SUMMIT ACADEMY SCHOOL - LORAIN,Ohio,3900338,0
SUMMIT ACADEMY SECONDARY - AKRON,Ohio,3900494,0
SUMMIT ACADEMY SECONDARY - CANTON,Ohio,3900495,0
SUMMIT ACADEMY SECONDARY - YOUNGSTOWN,Ohio,3900498,0
SUMMIT ACADEMY SECONDARY SCHOOL - MIDDLETOWN,Ohio,3900361,0
SUMMIT ACADEMY TOLEDO LEARNING CENTER,Ohio,3900360,0
SUMMIT ACADEMY TRANSITION HIGH SCHOOL DAYTON,Ohio,3900348,0
SUMMIT ACADEMY TRANSITION HIGH SCHOOL-CINCINNATI,Ohio,3900337,0
SUMMIT ACADEMY TRANSITION HIGH SCHOOL-COLUMBUS,Ohio,3900342,0
SUMMIT ACADEMY-YOUNGSTOWN,Ohio,3900350,0
SUMMIT ACDY COMM SCHL FOR ALTERNATIVE LEARNERS OF MIDDLETOWN,Ohio,3900096,0
SUMMIT CHARTER,North Carolina,3700029,5792
SUMMIT COUNTY ESC,Ohio,3904996,†
SUMMIT HILL SD 161,Illinois,1738220,6674
SUMMIT PUBLIC SCHOOL DISTRICT,New Jersey,3415900,11608
SUMMIT PUBLIC SCHOOL: OLYMPUS,WASHINGTON,5300333,6533
SUMMIT PUBLIC SCHOOL: SIERRA,WASHINGTON,5300334,5521
SUMMIT RE-1 AU,COLORADO,800288,†
SUMMIT SCHOOL DISTRICT 54-6,South Dakota,4670140,7563
SUMMIT SCHOOL DISTRICT NO. RE 1,Colorado,806810,7210
SUMMIT SD 104,Illinois,1704050,7284
SUMMIT VALLEY SCHOOL DISTRICT,Washington,5308580,7169
SUMNER CO EDUCATIONAL SERVICES,Kansas,2000043,†
SUMNER COUNTY,Tennessee,4704020,4950
SUMNER-BONNEY LAKE SCHOOL DISTRICT,Washington,5308610,7118
SUMNER-EDDYVILLE-MILLER SCHS,Nebraska,3177340,9261
SUMNER-FREDERICKSBURG COMM SCHOOL DISTRICT,Iowa,1927600,6710
SUMTER,Florida,1201800,3858
SUMTER 01,South Carolina,4503902,6001
SUMTER COUNTY,Alabama,103090,6228
SUMTER COUNTY,Georgia,1304620,5589
SUN AREA TECHNICAL INSTITUTE,Pennsylvania,4280420,†
SUN PRAIRIE AREA SCHOOL DISTRICT,Wisconsin,5514640,6772
SUN RIVER VALLEY ELEM,Montana,3024300,6820
SUN VALLEY ACADEMY - SOUTH MOUNTAIN INC. (90192),Arizona,400793,4033
SUNAPEE SAU OFFICE,New Hampshire,3303273,†
SUNAPEE SCHOOL DISTRICT,New Hampshire,3306540,15296
SUNBRIDGE SCHOOLS,Ohio,3901475,5149
SUNBURST K-12 SCHOOLS,Montana,3025320,10030
SUNDALE UNION ELEMENTARY,California,638340,5210
SUNDERLAND,Massachusetts,2511370,10198
SUNDERLAND SCHOOL DISTRICT,Vermont,5007920,3950
SUNDOWN ISD,Texas,4841850,8650
SUNFLOWER CTY CONS SCHOOL DISTRICT,MISSISSIPPI,2800187,5604
SUNMAN-DEARBORN COM SCH CORP,Indiana,1811190,4436
SUNNYBROOK SD 171,Illinois,1738370,5787
SUNNYSIDE SCHOOL DISTRICT,Washington,5308670,6390
SUNNYSIDE UNIFIED DISTRICT (4407),Arizona,408170,4530
SUNNYSIDE UNION ELEMENTARY,California,638430,6721
SUNNYVALE,California,638460,7834
SUNNYVALE ISD,Texas,4841880,6103
SUNOL GLEN UNIFIED,California,600021,6968
SUNRAY COLLEGIATE ISD,Texas,4841910,7425
SUNRISE R-IX,Missouri,2929820,4594
SUNSET ELEM,Montana,3025380,9000
SUNSET RIDGE SD 29,Illinois,1738400,15214
SUNTEX SD 10,Oregon,4111910,11200
SUPERIOR CENTRAL SCHOOL DISTRICT,Michigan,2600019,4729
SUPERIOR K-12 SCHOOLS,Montana,3025470,8519
SUPERIOR PUBLIC SCHOOLS,Nebraska,3100029,7890
SUPERIOR SCHOOL DISTRICT,Wisconsin,5514670,6994
SUPERIOR UNIFIED SCHOOL DISTRICT (4440),Arizona,408230,5390
SUQUAMISH TRIBAL EDUCATION DEPARTMENT,WASHINGTON,5300328,15716
SURING PUBLIC SCHOOL DISTRICT,Wisconsin,5514700,7395
SURPRISE VALLEY JOINT UNIFIED,California,638520,8448
SURREY 41,North Dakota,3817910,7133
SURRY COUNTY PUBLIC SCHOOLS,Virginia,5103750,11707
SURRY COUNTY SCHOOLS,North Carolina,3704410,5532
SURRY PUBLIC SCHOOLS,Maine,2312750,5933
SURRY SAU OFFICE,New Hampshire,3303285,†
SURRY SCHOOL DISTRICT,New Hampshire,3303275,†
SURRY VILLAGE CHARTER SCHOOL,New Hampshire,3300039,†
SUSANVILLE ELEMENTARY,California,638550,4780
SUSQ-CYBER CS,Pennsylvania,4200028,6011
SUSQUEHANNA COMMUNITY SD,Pennsylvania,4222980,8780
SUSQUEHANNA COUNTY CAREER AND TECHNOLOGY CENTER,Pennsylvania,4200003,†
SUSQUEHANNA TOWNSHIP SD,Pennsylvania,4223010,7203
SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,New York,3628380,11738
SUSQUENITA SD,Pennsylvania,4223040,6506
SUSSEX ACADEMY,Delaware,1000011,4913
SUSSEX COUNTY PUBLIC SCHOOLS,Virginia,5103780,9034
SUSSEX COUNTY TECHNICAL SCHOOL DISTRICT,New Jersey,3415930,10966
SUSSEX COUNTY TECHNOLOGY CHARTER SCHOOL,New Jersey,3400055,10423
SUSSEX TECHNICAL SCHOOL DISTRICT,Delaware,1001680,9182
SUSSEX-WANTAGE REGIONAL SCHOOL DISTRICT,New Jersey,3415960,13253
SUSTAINABLE FUTURES PCS,DISTRICT OF COLUMBIA,1100107,†
SUTHERLAND PUBLIC SCHOOLS,Nebraska,3100024,7784
SUTHERLIN SD 130,Oregon,4111940,5573
SUTTER COUNTY OFFICE OF EDUCATION,California,691042,44984
SUTTER UNION HIGH,California,638610,5679
SUTTON,Massachusetts,2511400,9406
SUTTON PUBLIC SCHOOLS,Nebraska,3177520,7323
SUTTON SCHOOL DISTRICT,Vermont,5007950,5351
SUTTONS BAY PUBLIC SCHOOLS,Michigan,2633360,5451
SUWANNEE,Florida,1201830,5847
SW AERONAUTICS MATHEMATICS AND SCIENCE ACADEMY,New Mexico,3500151,3919
SWAIN COUNTY SCHOOLS,North Carolina,3704440,6160
SWALLOW SCHOOL DISTRICT,Wisconsin,5509240,6339
SWAMPSCOTT,Massachusetts,2511430,11226
SWAN LAKE-SALMON ELEM,Montana,3015930,13250
SWAN RIVER ELEM,Montana,3025500,5268
SWAN RIVER MONTESSORI CHARTER SCH,Minnesota,2700249,7268
SWAN VALLEY ELEM,Montana,3025530,8241
SWAN VALLEY ELEMENTARY DISTRICT,Idaho,1603120,7420
SWAN VALLEY SCHOOL DISTRICT,Michigan,2633410,4329
SWANSEA,Massachusetts,2511460,8400
SWANTON LOCAL,Ohio,3904709,5805
SWANTON SCHOOL DISTRICT,Vermont,5007980,7496
SWANVILLE PUBLIC SCHOOL DISTRICT,Minnesota,2738280,5922
SWARTZ CREEK COMMUNITY SCHOOLS,Michigan,2633420,4560
SWEDEBORG R-III,Missouri,2929850,4400
SWEDESBORO-WOOLWICH SCHOOL DISTRICT,New Jersey,3415990,7746
SWEENY ISD,Texas,4841970,6414
SWEET BRIAR 17,North Dakota,3817940,5190
SWEET GRASS,Montana,3000079,†
SWEET GRASS COUNTY H S,Montana,3025560,8976
SWEET HOME CENTRAL SCHOOL DISTRICT,New York,3628500,13155
SWEET HOME ISD,Texas,4842000,5448
SWEET HOME SD 55,Oregon,4111970,5288
SWEET SPRINGS R-VII,Missouri,2929880,5565
SWEETWATER,Oklahoma,4029310,9880
SWEETWATER,Tennessee,4704050,4824
SWEETWATER COUNTY SCHOOL DISTRICT #1,Wyoming,5605302,8786
SWEETWATER COUNTY SCHOOL DISTRICT #2,Wyoming,5605762,9509
SWEETWATER ISD,Texas,4842030,6656
SWEETWATER UNION HIGH,California,638640,7444
SWINK,Oklahoma,4029340,5803
SWINK SCHOOL DISTRICT NO. 33 IN THE COUNTY OF OTERO AND ST,Colorado,806840,5109
SWITZERLAND COUNTY SCHOOL CORP,Indiana,1811220,5166
SWITZERLAND OF OHIO LOCAL,Ohio,3904865,6339
SYCAMORE COMMUNITY CITY,Ohio,3904486,8865
SYCAMORE CUSD 427,Illinois,1738460,6899
SYLACAUGA CITY,Alabama,103120,5357
SYLVAN GROVE,Kansas,2012120,5441
SYLVAN HEIGHTS SCIENCE CS,Pennsylvania,4200027,5551
SYLVAN UNION ELEMENTARY,California,638670,6135
SYLVANIA SCHOOLS,Ohio,3904487,6742
SYLVANIE WILLIAMS COLLEGE PREP,LOUISIANA,2200202,8881
SYMMES VALLEY LOCAL,Ohio,3904796,7594
SYOSSET CENTRAL SCHOOL DISTRICT,New York,3628560,19893
SYRACUSE,Kansas,2012150,4927
SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL,New York,3600104,0
SYRACUSE ARTS ACADEMY,Utah,4900044,2929
SYRACUSE CITY SCHOOL DISTRICT,New York,3628590,10928
SYRACUSE-DUNBAR-AVOCA SCHOOLS,Nebraska,3177550,7674
SYRINGA MOUNTAIN SCHOOL INC.,Idaho,1600166,5343
SYSTEM SCHOOLS (91933),ARIZONA,400923,4325
T OR C,New Mexico,3502610,6587
T.C.P. WORLD ACADEMY,Ohio,3900072,5389
T.R.U.T.H. PREPARATORY ACADEMY CHAR,MINNESOTA,2700421,0
T2 HONORS ACADEMY,OHIO,3901568,3761
TABERNACLE TOWNSHIP SCHOOL DISTRICT,New Jersey,3416020,11193
TACOMA SCHOOL DISTRICT,Washington,5308700,8599
TACONIC HILLS CENTRAL SCHOOL DISTRICT,New York,3628620,12234
TACONY ACADEMY CS,Pennsylvania,4200821,4734
TAFT CITY,California,638700,6016
TAFT ISD,Texas,4842060,6590
TAFT SD 90,Illinois,1738520,4245
TAFT UNION HIGH,California,638730,14251
TAHLEQUAH,Oklahoma,4029380,4461
TAHOE-TRUCKEE UNIFIED,California,638770,9152
TAHOKA ISD,Texas,4842090,7058
TAHOLAH SCHOOL DISTRICT,Washington,5308730,12719
TAHOMA SCHOOL DISTRICT,Washington,5308760,6124
TAHQUAMENON AREA SCHOOLS,Michigan,2625350,4522
TALAWANDA CITY,Ohio,3904615,6456
TALBOT COUNTY,Georgia,1304650,8155
TALBOT COUNTY PUBLIC SCHOOLS,Maryland,2400630,7601
TALIAFERRO COUNTY,Georgia,1304680,†
TALIHINA,Oklahoma,4029400,5503
TALLADEGA CITY,Alabama,103150,5951
TALLADEGA COUNTY,Alabama,103180,5239
TALLAPOOSA COUNTY,Alabama,103210,5136
TALLASSEE CITY,Alabama,103240,5037
TALLMADGE CITY,Ohio,3904488,6427
TALLULAH CHARTER SCHOOL,LOUISIANA,2200234,3989
TALMADGE PUBLIC SCHOOLS,Maine,2312810,†
TALOGA,Oklahoma,4029430,13874
TAMALPAIS UNION HIGH,California,638790,10012
TAMAQUA AREA SD,Pennsylvania,4223220,5630
TAMAROA SCHOOL DIST 5,Illinois,1738550,5878
TAMWORTH SAU OFFICE,New Hampshire,3399967,†
TAMWORTH SCHOOL DISTRICT,New Hampshire,3306600,8856
TANANA CITY SCHOOL DISTRICT,Alaska,200715,13778
TANEYVILLE R-II,Missouri,2929910,5113
TANGIPAHOA CHARTER SCHOOL ASSOCIATION,LOUISIANA,2200194,3620
TANGIPAHOA PARISH,Louisiana,2201680,5450
TANNEHILL,Oklahoma,4029520,5371
TANQUE VERDE UNIFIED DISTRICT (4408),Arizona,408280,4473
TANTASQUA,Massachusetts,2511490,9317
TAOS,New Mexico,3502520,5802
TAOS ACADEMY,New Mexico,3500118,5986
TAOS INTEGRATED SCHOOL OF ARTS,New Mexico,3500127,5231
TAOS INTERNATIONAL SCHOOL,New Mexico,3500163,5207
TAPESTRY CHARTER SCHOOL,New York,3600038,0
TARGET RANGE ELEM,Montana,3025890,5184
TARKINGTON ISD,Texas,4842210,5733
TARKIO R-I,Missouri,2929940,9244
TARRANT CITY,Alabama,103270,5768
TATE CO SCHOOL DIST,Mississippi,2804230,4263
TATTNALL COUNTY,Georgia,1304770,5650
TATUM,New Mexico,3502550,7844
TATUM ISD,Texas,4842240,6048
TAUNTON,Massachusetts,2511520,8155
TAWAS AREA SCHOOLS,Michigan,2633510,4406
TAYLOR,Florida,1201860,6285
TAYLOR COMMUNITY SCHOOL CORP,Indiana,1811250,4481
TAYLOR COUNTY,Kentucky,2105520,5744
TAYLOR COUNTY,Georgia,1304800,6250
TAYLOR COUNTY SCHOOLS,West Virginia,5401380,5626
TAYLOR EXEMPLAR ACADEMY,Michigan,2600331,0
TAYLOR INTERNATIONAL ACADEMY,Michigan,2600975,0
TAYLOR ISD,Texas,4842280,7209
TAYLOR PREPARATORY HIGH SCHOOL,Michigan,2601061,0
TAYLOR SCHOOL DISTRICT,Michigan,2633540,6444
TAYLOR'S CROSSING PUBLIC CHARTER SCHOOL INC.,Idaho,1600015,3819
TAYLORVILLE CUSD 3,Illinois,1738700,4023
TAZEWELL CO AREA EFE RDS,Illinois,1700309,†
TAZEWELL COUNTY PUBLIC SCHOOLS,Virginia,5103810,5575
TAZEWELL-MASON CNTYS SP ED ASSOC,Illinois,1700091,†
TEA AREA SCHOOL DISTRICT 41-5,South Dakota,4600052,4881
TEAGUE ISD,Texas,4842300,6990
TEAM ACADEMY,Minnesota,2700241,8491
TEAM ACADEMY CHARTER SCHOOL,New Jersey,3400070,8346
TEAMS CHARTER SCHOOL,New Hampshire,3303288,†
TEANECK COMMUNITY CHARTER SCHOOL,New Jersey,3400015,10309
TEANECK SCHOOL DISTRICT,New Jersey,3416080,12644
TEAYS VALLEY LOCAL,Ohio,3904909,5760
TEC CONNECTIONS ACADEMY COMMONWEALTH VIRTUAL SCHOOL DISTRICT,MASSACHUSETTS,2500556,2708
TECH FREIRE CS,PENNSYLVANIA,4200895,5079
TECH INTERNATIONAL CHARTER SCHOOL,New York,3601068,0
TECHNICAL ACADEMIES OF MINNESOTA,Minnesota,2700389,0
TECHNOLOGY CENTER OF DUPAGE,Illinois,1700037,†
TECHNOLOGY LEADERSHIP,NEW MEXICO,3500169,7609
TECUMSEH,Oklahoma,4029610,4028
TECUMSEH LOCAL,Ohio,3904624,6079
TECUMSEH PUBLIC SCHOOLS,Michigan,2633720,3946
TEHACHAPI UNIFIED,California,638880,5477
TEHAMA COUNTY DEPARTMENT OF EDUCATION,California,691043,53050
TEHAMA COUNTY ROP,California,600146,†
TEKAMAH-HERMAN COMMUNITY SCHS,Nebraska,3100071,7255
TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL,Texas,4800139,4523
TEKOA SCHOOL DISTRICT,Washington,5308790,9749
TEKONSHA COMMUNITY SCHOOLS,Michigan,2633750,4400
TELEOS PREPARATORY ACADEMY,Arizona,400791,5112
TELESIS CENTER FOR LEARNING INC. (79218),Arizona,400248,3525
TELFAIR COUNTY,Georgia,1304830,5835
TELL CITY-TROY TWP SCHOOL CORP,Indiana,1811260,4215
TELLURIDE SCHOOL DISTRICT NO. R-1,Colorado,806870,8420
TEMECULA VALLEY UNIFIED,California,600028,6108
TEMPE PREPARATORY ACADEMY (4361),Arizona,400070,4803
TEMPE PREPARATORY JUNIOR ACADEMY (89947),Arizona,400761,†
TEMPE SCHOOL DISTRICT (4258),Arizona,408310,5525
TEMPE UNION HIGH SCHOOL DISTRICT (4287),Arizona,408340,4768
TEMPLE,Oklahoma,4029640,5016
TEMPLE CITY UNIFIED,California,638980,6461
TEMPLE ISD,Texas,4842330,5959
TEMPLETON UNIFIED,California,639000,6463
TENAFLY PUBLIC SCHOOL DISTRICT,New Jersey,3416110,11630
TENAHA ISD,Texas,4842360,7851
TENINO SCHOOL DISTRICT,Washington,5308820,6171
TENKILLER,Oklahoma,4029670,5849
TENNESSEE SCHOOL FOR BLIND,Tennessee,4700145,0
TENNESSEE SCHOOLS FOR THE DEAF,Tennessee,4700146,0
TENSAS PARISH,Louisiana,2201710,6760
TERLINGUA CSD,Texas,4842390,9406
TERRA ACADEMY,UTAH,4900179,3462
TERRA BELLA UNION ELEMENTARY,California,639060,6649
TERRA NOVA SCHOOL,MINNESOTA,2700403,0
TERRAL,Oklahoma,4029760,5595
TERREBONNE PARISH,Louisiana,2201740,5383
TERRELL COUNTY,Georgia,1304860,6418
TERRELL COUNTY ISD,Texas,4842420,9637
TERRELL ISD,Texas,4842450,6100
TERRY K-12 SCHOOLS,Montana,3025950,8569
TETON,Montana,3000080,†
TETON COUNTY DISTRICT,Idaho,1603180,5183
TETON COUNTY SCHOOL DISTRICT #1,Wyoming,5605830,10537
TEUTOPOLIS CUSD 50,Illinois,1738760,5525
TEWKSBURY,Massachusetts,2511580,9110
TEWKSBURY TOWNSHIP SCHOOL DISTRICT,New Jersey,3416170,13422
TEXANS CAN ACADEMIES,Texas,4800016,6100
TEXARKANA ISD,Texas,4842480,6401
TEXARKANA SCHOOL DISTRICT,Arkansas,513110,5617
TEXAS CITY ISD,Texas,4842510,6923
TEXAS COLLEGE PREPARATORY ACADEMIES,Texas,4800163,3552
TEXAS EMPOWERMENT ACADEMY,Texas,4800066,5517
TEXAS LEADERSHIP PUBLIC SCHOOLS,Texas,4801409,5214
TEXAS PREPARATORY SCHOOL,Texas,4800194,5463
TEXAS SCH FOR THE BLIND & VISUALLY IMPAIRED,Texas,4800252,0
TEXAS SCH FOR THE DEAF,Texas,4800253,0
TEXAS SCHOOL OF THE ARTS,Texas,4800287,4061
TEXAS SERENITY ACADEMY,Texas,4800151,6592
TEXHOMA,Oklahoma,4029820,4016
TEXHOMA ISD,Texas,4842540,4644
TEXICO,New Mexico,3502580,6236
TEXLINE ISD,Texas,4842570,7657
TGU 60,North Dakota,3800047,10103
THACKERVILLE,Oklahoma,4029850,4372
THATCHER UNIFIED DISTRICT (4219),Arizona,408410,3555
THAYER CENTRAL COMMUNITY SCHS,Nebraska,3100132,7821
THAYER R-II,Missouri,2930270,5286
THE ACADEMY FOR URBAN SCHOLARS,Ohio,3901433,2372
THE ACADEMY INC.,Idaho,1600014,2792
THE ACADEMY OF MOORE COUNTY,North Carolina,3700033,3870
THE ASK ACADEMY,New Mexico,3500126,3991
THE AUTISM ACADEMY OF LEARNING,Ohio,3900117,17481
THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL DISTRICT,New Jersey,3400740,8183
THE BIOME,MISSOURI,2900609,5343
THE BIRCHES ACADEMY OF ACADEMICS & ART A PUBLIC CHARTER SCH,New Hampshire,3303286,†
THE BLOOMINGTON PROJECT SCHOOL,Indiana,1800083,4471
THE BOYS & GIRLS CLUBS OF THE VALLEY (4305),Arizona,400033,5188
THE BRIDGE,Alabama,100179,†
THE BRIDGE ACADEMY DISTRICT,Connecticut,900015,7925
THE BRILLIANCE SCHOOL,Ohio,3901473,13217
THE CAPELLA INSTITUTE,Ohio,3900278,3506
THE CAPITOL ENCORE ACADEMY,North Carolina,3700370,3141
THE CENTER FOR CREATIVITY INNOVATION AND DISCOVERY,UTAH,4900193,†
THE CHARTER FOUNDATION INC. (6355),Arizona,400131,3262
THE CHILDREN'S GUILD DC PCS,DISTRICT OF COLUMBIA,1100101,14450
THE COLLEGE PREPARATORY AND LEADERSHIP A,North Carolina,3700325,3909
THE COMPASS SCHOOL,Rhode Island,4400035,8482
THE DEARBORN ACADEMY,Michigan,2600173,139
THE EDUCATION COOPERATIVE (TEC),MASSACHUSETTS,2500566,†
THE ETHICAL COMMUNITY CHARTER SCHOOL SCHOOL DISTIRCT,New Jersey,3400727,7054
THE EXCEL CENTER,TEXAS,4801449,5394
THE EXCEL CENTER (FOR ADULTS),TEXAS,4801448,0
THE EXPEDITION SCHOOL,North Carolina,3700354,5288
THE EXPLORIS SCHOOL,North Carolina,3700043,5128
THE FARM AT MISSION MONTESSORI ACADEMY (91340),Arizona,400902,3860
THE FORKS PLT SCHOOL DEPT,Maine,2300052,†
THE FOUNDERS ACADEMY CHARTER SCHOOL,New Hampshire,3303298,†
THE FRANKLIN SCHOOL OF INNOVATION,North Carolina,3700361,4421
THE GILBERT SCHOOL DISTRICT,Connecticut,905372,5411
THE GOVERNOR'S SCHOOL @ INNOVATION PARK,Virginia,5100252,†
THE GRANDE INNOVATION ACADEMY (92978),ARIZONA,400953,3221
THE GREAT ACADEMY,New Mexico,3500142,5673
THE GREENE SCHOOL,Rhode Island,4400017,7521
THE GREENSPIRE SCHOOL,Michigan,2600983,0
THE HALEY SCHOOL,Ohio,3901468,4413
THE HAWBRIDGE SCHOOL,North Carolina,3700132,4470
THE HOPE ACADEMY,RHODE ISLAND,4400027,5926
THE INSTITUTE FOR THE DEVELOPMENT OF YOU,North Carolina,3700352,5243
THE JAMES AND GRACE LEE BOGGS SCHOOL,Michigan,2601051,0
THE JOURNEY SCHOOL,MINNESOTA,2700438,†
THE KINGDOM CHARTER SCHOOL OF LEADERSHIP,New Jersey,3400752,7488
THE KOOTENAI BRIDGE ACADEMY INC.,Idaho,1600149,2569
THE LAWSON ACADEMY,Texas,4801418,4308
THE LEARNING CENTER,North Carolina,3700021,6297
THE LEARNING COMMUNITY CHARTER SCHOOL,New Jersey,3400035,6890
THE LITTLE TREE PRESCHOOL  AUBURN,Alabama,100035,†
THE LOWER ALLOWAYS CREEK SCHOOL DISTRICT,New Jersey,3409030,12075
THE MASTERS PROGRAM,New Mexico,3500125,4946
THE MATH AND SCIENCE ACADEMY OF CHARLOTT,NORTH CAROLINA,3700392,3818
THE MAX CHARTER SCHOOL,Louisiana,2200126,6941
THE MIND PROGRAM HIGH SCHOOL,INDIANA,1800174,†
THE MOUNTAIN COMMUNITY SCH,North Carolina,3700085,4226
THE NET CHARTER HIGH SCHOOL,LOUISIANA,2200188,8190
THE NEW ACADEMY CS,Pennsylvania,4200133,0
THE NEW DIMENSIONS SCHOOL,North Carolina,3700118,4096
THE NEW STANDARD ACADEMY,Michigan,2601018,0
THE NEXT STEP/EL PROXIMO PASO PCS,District of Columbia,1100017,†
THE ODYSSEY PREPARATORY ACADEMY INC. (90287),Arizona,400800,3175
THE PAIDEIA ACADEMIES INC (91250),Arizona,400863,3151
THE PARIS ACADEMY,MICHIGAN,2601105,0
THE PHILADELPHIA CS FOR ARTS AND SCIENCES AT HR EDMUNDS,Pennsylvania,4200863,5121
THE POCATELLO COMMUNITY CHARTER SCHOOL INC.,IDAHO,1600176,3363
THE PRO-VISION ACADEMY,Texas,4801434,6419
THE PRUDEN CTR. FOR INDUSTRY AND TECH.,Virginia,5100010,†
THE QUEEN CITY ACADEMY CHARTER SCHOOL DISTRICT,New Jersey,3400061,7519
THE REGIONAL COMMUNITY ALTERNATIVE ED CONTINUUM,Virginia,5100082,†
THE RHODES SCHOOL FOR PERFORMING ARTS,Texas,4800283,5754
THE RICHLAND SCHOOL OF ACADEMIC ARTS,Ohio,3901381,3640
THE RUSHTON SCHOOLGATEWAY CENTER,Alabama,100044,†
THE SAGE INTERNATIONAL SCHOOL OF BOISE A PUBLIC CHARTER SCH,Idaho,1600156,3668
THE SHELBY SCHOOL (79131),Arizona,400214,4257
THE UNLIMITED CLASSROOM DBA VALLEY VIRTUAL REMOTE LEARNING A,Ohio,3900146,0
THE VARNETT PUBLIC SCHOOL,Texas,4800073,5620
THE VILLAGE CHARTER SCHOOL,New Jersey,3400046,8803
THE VILLAGE CHARTER SCHOOL INC.,Idaho,1600157,3406
THE WOODSTOCK ACADEMY DISTRICT,Connecticut,905373,5167
THEA BOWMAN LEADERSHIP ACADEMY,Indiana,1800025,3951
THEDFORD PUBLIC SCHOOLS,Nebraska,3177730,11643
THERMALITO UNION ELEMENTARY,California,639180,7048
THETFORD SCHOOL DISTRICT,Vermont,5008010,4918
THIEF RIVER FALLS SCHOOL DISTRICT,Minnesota,2738850,7425
THINK SMART OUTREACH CENTER,North Carolina,3700147,†
THOMAS ACADEMY,North Carolina,3700349,7072
THOMAS COUNTY,Georgia,1304890,5966
THOMAS EDISON,Utah,4900015,3324
THOMAS EDISON ENERGYSMART CHARTER SCHOOL,New Jersey,3400746,6211
THOMAS JEFFERSON CLASSICAL ACADEMY,North Carolina,3700093,4257
THOMAS-FAY-CUSTER UNIFIED DIST,Oklahoma,4000015,4561
THOMASBORO CCSD 130,Illinois,1738790,5703
THOMASTON SCHOOL DISTRICT,Connecticut,904500,9598
THOMASTON-UPSON COUNTY,Georgia,1305280,5789
THOMASVILLE CITY,Georgia,1304950,6188
THOMASVILLE CITY,Alabama,103300,5894
THOMASVILLE CITY SCHOOLS,North Carolina,3704500,6510
